Sign;x0;y0;x1;y1;x2;y2;x3;y3;x4;y4;x5;y5;x6;y6;x7;y7;x8;y8;x9;y9;x10;y10;x11;y11;x12;y12;x13;y13;x14;y14;x15;y15;x16;y16;x17;y17;x18;y18;x19;y19;x20;y20;mean(x0_x4);mean(y0_y4);mean(x0_x8);mean(y0_y8);mean(x0_x12);mean(y0_y12);mean(x0_x16);mean(y0_y16);mean(x0_x20);mean(y0_y20);mean(x4_x8);mean(y4_y8);mean(x4_x12);mean(y4_y12);mean(x4_x16);mean(y4_y16);mean(x4_x20);mean(y4_y20);Angle_2;Angle_3;Angle_5;Angle_6;Angle_7;Angle_9;Angle_10;Angle_11;Angle_13;Angle_14;Angle_15;Angle_17;Angle_18;Angle_19;Dis(x0_x4);Dis(x0_x8);Dis(x4_x8);Dis(x0_x12);Dis(x4_x12);Dis(x0_x16);Dis(x4_x16);Dis(x0_x20);Dis(x4_x20);Dis(x8_x12);Dis(x8_x16);Dis(x12_x16);Dis(x8_x20);Dis(x12_x20);Dis(x16_x20)
Alef;0.7470776438713074;0.5536615252494812;0.7243887186050415;0.4626786708831787;0.7404035925865173;0.3399885296821594;0.7628099322319031;0.2439158260822296;0.790004312992096;0.1566616594791412;0.8360171318054199;0.3744429051876068;0.7323316931724548;0.4280721247196197;0.7090168595314026;0.4509033262729645;0.7294676899909973;0.4517198801040649;0.8684087991714478;0.4625694751739502;0.7280508875846863;0.5333450436592102;0.7141177654266357;0.5273220539093018;0.7405073046684265;0.5025926828384399;0.8773851990699768;0.5543881058692932;0.7436634302139282;0.6105091571807861;0.7255163788795471;0.5984817743301392;0.751623272895813;0.5731318593025208;0.8721677660942078;0.6383429169654846;0.7712556719779968;0.6738531589508057;0.7505885362625122;0.6627545356750488;0.7639076709747314;0.6447491645812988;0.7685409784317017;0.3551615923643112;0.7382726669311523;0.5026907026767731;0.7437924742698669;0.5281271040439606;0.7493504583835602;0.563396692276001;0.7554926574230194;0.59920534491539;0.7597360014915466;0.30419076979160303;0.7652558088302612;0.3296271711587906;0.7708137929439545;0.364896759390831;0.7769559919834137;0.40070541203022003;-0.968382326381747;-0.976763323714826;0.2014286434102822;0.9052768116931594;0.2593667071949243;0.05632580776729061;-0.7214591790858417;-0.36954263570386386;1.8717414166311424;-0.6872087133734911;-0.43162524002414593;1.7028713692308417;-0.7354266537977057;-0.45413949727060154;0.39931390201628797;0.10345148375262982;0.3012043098674441;0.051489766191396516;0.3494541840576602;0.01999391535856295;0.41823501955216297;0.09262941137319873;0.4887846635906564;0.052056845373848276;0.12341692974117627;0.07140966437298944;0.19607757892210134;0.14406957501421674;0.0726632290196013
Alef;0.649476945400238;0.7759037017822266;0.6206927299499512;0.6695624589920044;0.6362490653991699;0.5437006950378418;0.6593561172485352;0.453692078590393;0.6902938485145569;0.3584403693675995;0.7324711680412292;0.6080383062362671;0.6078712940216064;0.6943950653076172;0.6001453399658203;0.6750531196594238;0.6318875551223755;0.6411025524139404;0.7669380307197571;0.713165283203125;0.6054091453552246;0.7943834662437439;0.6119711399078369;0.7547140121459961;0.6516799926757812;0.7131962180137634;0.7738053798675537;0.8118815422058105;0.6228660345077515;0.8669149279594421;0.6225951910018921;0.8299399614334106;0.6605758666992188;0.7962778210639954;0.7661904692649841;0.8988335132598877;0.656748354434967;0.9300971031188964;0.6483144164085388;0.9001257419586182;0.6703914999961853;0.8701167702674866;0.6698853969573975;0.567172035574913;0.6406822502613068;0.7085031270980835;0.6505784690380096;0.744549959897995;0.6550264060497284;0.786090761423111;0.6599342226982117;0.8230102360248566;0.6610907018184662;0.49977146089076996;0.6709869205951691;0.5358182936906815;0.6754348576068878;0.5773590952157974;0.6803426742553711;0.614278569817543;-0.9591548520467754;-0.9800238096570907;0.16092782287394547;-0.4280499628063272;-0.6397310426153565;0.007855238120314252;-0.29952058220536376;-0.809268972564929;1.79904774266672;-0.3910418317953224;-0.7285042902936608;1.6531744605924226;-0.4987439128649522;-0.7107895905000526;0.4194539944863669;0.13594387268780433;0.2886333397796185;0.06274617070284326;0.3568511482556806;0.023201094597210512;0.43884483881113445;0.09650658458030287;0.5120633190479559;0.07476120119369785;0.15780488972698772;0.08355650387634213;0.23222847747405329;0.158032212620766;0.07448850298197886
Alef;0.693257212638855;0.4853518009185791;0.6738693118095398;0.4042547345161438;0.6822425723075867;0.2962800562381744;0.7007214426994324;0.2140294462442398;0.7268418073654175;0.1338529586791992;0.7544953227043152;0.3291268348693847;0.6375242471694946;0.3721760809421539;0.6325346827507019;0.3920145332813263;0.6627810597419739;0.390544980764389;0.7757330536842346;0.4048794507980346;0.6355696320533752;0.4561534225940704;0.6449843645095825;0.4541202187538147;0.6789883971214294;0.4374341666698456;0.7815333008766174;0.4824707210063934;0.6489661931991577;0.5204959511756897;0.6573405265808105;0.5157444477081299;0.6918262243270874;0.4992550015449524;0.7775998115539551;0.5557795763015747;0.679926872253418;0.5762225389480591;0.6776512861251831;0.5685899257659912;0.6999524235725403;0.557589054107666;0.7100495100021362;0.30960237979888916;0.6780191361904144;0.43794839084148407;0.6861228048801422;0.46139298379421234;0.6925417184829712;0.49230340123176575;0.6966048181056976;0.5214704275131226;0.6948114335536957;0.2621989697217941;0.7029151022434235;0.2856435626745224;0.7093340158462524;0.3165539801120758;0.7133971154689789;0.3457210063934326;-0.9542899004757596;-0.9700958962126456;0.2688343738750923;0.6906829027736752;0.40611545384469644;0.13445699323827504;0.04392709364375478;-1.077506248882499;-0.07853096782889318;-0.07536228893079468;-0.9776936107943051;1.7128670339039302;-0.5265558083492149;-0.5536396146756365;0.35309964754807094;0.09958478319072159;0.26456487595343814;0.04999698759191121;0.3073296255115011;0.013976648926176907;0.3670759376286873;0.0725468579454051;0.4245884095565061;0.049611223929751695;0.11252328738482031;0.06313972942623015;0.17112987094057674;0.12197002656488262;0.058897341218141885
Alef;0.7017220258712769;0.5338292121887207;0.685936450958252;0.465203583240509;0.6960494518280029;0.3731255531311035;0.7067729830741882;0.3040402829647064;0.7223168611526489;0.2392713874578476;0.7605999112129211;0.404780775308609;0.6888765096664429;0.4364673495292663;0.6617529392242432;0.4575103521347046;0.6688441634178162;0.4626927375793457;0.7862776517868042;0.4705820381641388;0.6859733462333679;0.5082073211669922;0.6622146964073181;0.5180737376213074;0.6745617985725403;0.5126153230667114;0.7950137853622437;0.5373687148094177;0.7004606127738953;0.5681449174880981;0.6757780313491821;0.5748096704483032;0.6845923066139221;0.5704734921455383;0.795464277267456;0.5996487140655518;0.7338345050811768;0.6216263771057129;0.7022444605827332;0.6199395060539246;0.6947306394577026;0.6137239933013916;0.7120194435119629;0.38655029982328415;0.6852830946445465;0.4982609748840332;0.6881419122219086;0.5232222676277161;0.6931571662425995;0.5521513521671295;0.6982263326644897;0.5737766027450562;0.6955805122852325;0.35098206251859665;0.6984393298625946;0.3759433552622795;0.7034545838832855;0.40487243980169296;0.7085237503051758;0.4264976903796196;-0.9858032360034935;-0.9740441759544408;0.23133353965153727;0.9223904048842084;0.41091654436980574;0.09019256591381267;0.988942551278058;-0.007207299030055152;1.887764620801176;1.0162168817249113;-0.061579415450942816;1.6961078659841733;-0.8739818925555328;-0.7969928303259217;0.2952769197726951;0.07836677777833496;0.22973121053342715;0.03446312578104225;0.2774841493422152;0.04045034654226606;0.3333436307546635;0.08020009683925267;0.37546738027480264;0.05024893922766804;0.10892518106013371;0.05872119566836448;0.15323364463048458;0.10310065634745638;0.04442287297196956
Alef;0.7032539248466492;0.5882486701011658;0.6840535402297974;0.5237086415290833;0.690517008304596;0.4420694410800934;0.6997713446617126;0.3769575357437134;0.7106468081474304;0.3143081665039062;0.7578845024108887;0.4565052092075348;0.7036047577857971;0.48212531208992;0.6753014326095581;0.5060568451881409;0.678211510181427;0.5113828182220459;0.7815819382667542;0.5125989317893982;0.7032867074012756;0.5501396656036377;0.6740543842315674;0.5598599910736084;0.6804590225219727;0.5535255670547485;0.7884417176246643;0.5731620192527771;0.7133671045303345;0.6069601774215698;0.6841713190078735;0.6099274158477783;0.6894161701202393;0.6011554598808289;0.7863019704818726;0.6284841299057007;0.732901930809021;0.653448224067688;0.7061578631401062;0.6538422107696533;0.7031072974205017;0.6478219032287598;0.7069503664970398;0.451278418302536;0.6907327175140381;0.5498157441616058;0.6918564736843109;0.5708871185779572;0.6963350474834442;0.5947020649909973;0.7031806111335754;0.6180352866649628;0.6944291591644287;0.4128454923629761;0.6955529153347015;0.4339168667793274;0.7000314891338348;0.45773181319236755;0.7068770527839661;0.481065034866333;-0.9802082032275794;-0.9902292841973156;0.23450069194733053;0.916953225597367;0.5642437485331006;0.10214929702024281;1.0401313501541039;-0.14606232194806731;-0.07885622176685493;1.1024100917107889;-0.2962285514101823;1.7171935179165236;1.1345094976331924;-0.6445994550007954;0.27404024199854143;0.0808423262738507;0.19972597954189508;0.0415367482738316;0.2411146348259905;0.018922702721458563;0.28763189967162534;0.05957341357415035;0.3335989460507578;0.04220263725049851;0.0904691748317662;0.048464803555993405;0.13869183155370965;0.09697805613499108;0.0486333620213289
Alef;0.7094933390617371;0.5488936901092529;0.6902142763137817;0.4807455539703369;0.6967032551765442;0.3977341651916504;0.7044046521186829;0.3323668241500854;0.7160452008247375;0.270740270614624;0.7646125555038452;0.4145376086235046;0.710820734500885;0.4405947625637054;0.6796362400054932;0.4664772450923919;0.6776368021965027;0.4747117161750793;0.7876788377761841;0.4721818268299103;0.7106878161430359;0.5054616928100586;0.6787509918212891;0.5170984268188477;0.6803324818611145;0.5138912200927734;0.7949899435043335;0.5337203741073608;0.7196009159088135;0.5659494400024414;0.6888516545295715;0.5704196691513062;0.6906279921531677;0.5627518892288208;0.7930822968482971;0.5903851985931396;0.742579996585846;0.6148627400398254;0.7133415937423706;0.6158074736595154;0.7057870626449585;0.6097614765167236;0.7127692699432373;0.4098169803619385;0.6935650706291199;0.5118027031421661;0.6949129104614258;0.5313924551010132;0.7000606656074524;0.5558227896690369;0.7076402008533478;0.5793275833129883;0.6968410015106201;0.3727259933948517;0.698188841342926;0.39231574535369873;0.7033365964889526;0.4167460799217224;0.710916131734848;0.44025087356567383;-0.9875014181468214;-0.9779053402952438;0.23249085372872844;0.923077338495981;0.7963333713647313;0.1171011098132176;1.0186480024843676;-0.24295429016658848;-0.07268454431361736;1.08264079040463;-0.3815848086086439;1.7096816995707933;1.133377538595656;-0.7748808886473131;0.27823057285121716;0.0807329189229304;0.20755615068989683;0.045557968566757305;0.24575960312447667;0.023408353141950382;0.2931157107736418;0.06098052071787387;0.33917636629079756;0.03927213027187108;0.08899350025604627;0.04993358109124625;0.13795243720808803;0.09919194397568384;0.04939330638005556
Alef;0.7510178089141846;0.4315814077854156;0.7299948334693909;0.3578238487243652;0.7360447645187378;0.2632632851600647;0.7442946434020996;0.187907725572586;0.7571473121643066;0.1168166399002075;0.8218885660171509;0.2702133655548095;0.748613178730011;0.3082689642906189;0.7187879681587219;0.3392407298088074;0.72489994764328;0.3462195098400116;0.8494365215301514;0.3342227637767792;0.7564101219177246;0.3773971199989319;0.723911702632904;0.3949035406112671;0.7306591272354126;0.3927566111087799;0.8588135838508606;0.4041222333908081;0.7699723243713379;0.4431386590003967;0.7388923764228821;0.4512010812759399;0.7471132278442383;0.4424104690551758;0.8580089211463928;0.4701496064662933;0.7938746809959412;0.4990220665931701;0.7626670002937317;0.5019411444664001;0.7601122856140137;0.49536994099617;0.7540825605392456;0.27419902384281153;0.7379588782787323;0.3889004588127136;0.7408384680747986;0.4121690094470978;0.7490655183792114;0.4369959384202957;0.7555650472640991;0.4634756743907928;0.7410236299037933;0.23151807487010956;0.7439032196998596;0.2547866255044937;0.7521302700042725;0.27961355447769165;0.7586297988891602;0.3060932904481887;-0.9856274363548846;-0.9777773642670431;0.2158023075486198;0.8964706999286275;0.5270482823387008;0.10996302013014739;0.9810318247411841;0.05922445673052322;-0.05232467720689589;1.0509285806324289;-0.17986541962288116;1.7552225668953945;1.1049609011639914;-0.5883392408703533;0.31482444300263945;0.0892681146782421;0.231658302797829;0.04383880423414474;0.27720839029765143;0.011511486494628008;0.32574840664527727;0.06443358189347578;0.37856491231783207;0.04689210961424143;0.09872249212828688;0.052309110447475764;0.15325064391196896;0.10675665791440504;0.05453146954897613
Alef;0.6428825259208679;0.5770500302314758;0.6250982880592346;0.5045510530471802;0.6376986503601074;0.3979244530200958;0.6520538330078125;0.3210802972316742;0.670332670211792;0.2528115808963775;0.7039971947669983;0.4382952749729156;0.6237407922744751;0.4729539752006531;0.6048884987831116;0.4829515516757965;0.6172533631324768;0.4827460944652557;0.7306462526321411;0.512062668800354;0.6101093292236328;0.5618062615394592;0.6054883003234863;0.5550779104232788;0.6297431588172913;0.5384471416473389;0.7360875606536865;0.5875507593154907;0.6228958368301392;0.6294987201690674;0.6154485940933228;0.6164818406105042;0.6391749382019043;0.5988803505897522;0.7311373353004456;0.6562901139259338;0.6487981677055359;0.683441162109375;0.6341884136199951;0.670154869556427;0.6447937488555908;0.6568480134010315;0.65660759806633;0.4149308055639267;0.6300679445266724;0.5298980623483658;0.6363128423690796;0.5577485859394073;0.6410287320613861;0.587965190410614;0.6438381373882294;0.6169490218162537;0.6437930166721344;0.3677788376808166;0.6500379145145416;0.3956293612718582;0.6547538042068481;0.4258459657430649;0.6575632095336914;0.45482979714870453;-0.9786563331676328;-0.9755118999689104;0.23817653115689247;0.9745532825675184;0.14991968291792318;0.07830061751795533;-0.5669785287132828;-0.49975501463634864;1.8513205571628342;-0.552447293995154;-0.5377511587876835;1.665727498559049;-0.6637024274991049;-0.5207196260570641;0.32539834426256947;0.09772454290623839;0.23598155302941978;0.04077776324078902;0.2885050814123738;0.022142924234138217;0.3474685563055828;0.07982086751617587;0.4048427784895342;0.05708416289505406;0.11818511284893161;0.061164787299862314;0.17626670423791713;0.11935362035788999;0.05823934207186886
Alef;0.4333582818508148;0.6379228830337524;0.3851338028907776;0.5522371530532837;0.3627487123012543;0.4638542532920837;0.3653360605239868;0.3822304010391235;0.3757167458534241;0.2854036688804626;0.4035694301128387;0.5245077610015869;0.2901488542556762;0.5704285502433777;0.3052047491073608;0.5704522132873535;0.3445025682449341;0.5509583950042725;0.427055150270462;0.6107000112533569;0.2888108491897583;0.6551253795623779;0.3205589056015014;0.6375211477279663;0.3652361035346985;0.6180841326713562;0.4376779496669769;0.6825364232063293;0.3048722743988037;0.7163206338882446;0.3296425342559814;0.7030092477798462;0.3702333867549896;0.6879892945289612;0.4383080601692199;0.745644211769104;0.3331864178180694;0.7724467515945435;0.3487066626548767;0.7591003179550171;0.3825186491012573;0.7436597943305969;0.40453751385211945;0.46166327595710754;0.38893042504787445;0.5944406390190125;0.39929719269275665;0.6280035078525543;0.4017958343029022;0.6629560887813568;0.40793846547603607;0.6907913386821747;0.3601096570491791;0.41818103194236755;0.3704764246940613;0.4517439007759094;0.37297506630420685;0.4866964817047119;0.3791176974773407;0.5145317316055298;-0.910954236528102;-0.9760907509594601;0.45930490757625664;0.1229538107863402;0.8529226710275061;0.47345230390461024;-0.06218476842646583;-0.9694632602384349;1.4514318676168814;-0.07767040452761463;-0.9558490141708889;1.435150612159794;-0.14660936886554674;-0.9102819131441408;0.35720070411379584;0.12433084902243637;0.2673829415846606;0.07095214721538896;0.3328455119894771;0.08056921211521499;0.4026229665652413;0.11732417768178321;0.45830660305123483;0.07025485138381585;0.13942575962046164;0.07008355366219492;0.19641550780424155;0.12675935145943387;0.05700993088121181
Alef;0.7254469394683838;0.7856922745704651;0.6666777729988098;0.6957666277885437;0.6807699203491211;0.5464614629745483;0.7174382209777832;0.4454641342163086;0.7362684607505798;0.3543682992458343;0.7881684303283691;0.6039834022521973;0.7074364423751831;0.6866775751113892;0.6800256967544556;0.6710498332977295;0.6971098780632019;0.6321831345558167;0.84208083152771;0.6892579197883606;0.695076584815979;0.788499116897583;0.688254177570343;0.7530510425567627;0.7188977003097534;0.7078577280044556;0.8546586036682129;0.7773545980453491;0.717942476272583;0.8562148809432983;0.7048230171203613;0.824567973613739;0.7313020825386047;0.7862308621406555;0.8525652885437012;0.8583541512489319;0.7532247304916382;0.9096457362174988;0.7345285415649414;0.8871626853942871;0.7463326454162598;0.8552442789077759;0.7308577001094818;0.5700302869081497;0.7112784087657928;0.7089377045631409;0.7221723198890686;0.7467750012874603;0.7283745110034943;0.7859615683555603;0.7358897924423218;0.8204682767391205;0.7166891694068909;0.4932757169008255;0.7275830805301666;0.531113013625145;0.7337852716445923;0.5702995806932449;0.7413005530834198;0.6048062890768051;-0.9190991153824555;-1.0459723885594652;0.1403815401037559;-0.5812403455773358;-0.5331142005390421;0.0308969292816245;-0.37150629671868524;-0.7498141337363483;-0.14602826418113027;-0.45855390629635173;-0.6825040650558873;1.6829951275554291;-0.5690977160106299;-0.6664372530134017;0.4314597049698891;0.15610267491980395;0.2805610046253699;0.07810959718685817;0.353915978111174;0.00587986198337342;0.4318911183882204;0.07262020393993975;0.5009770801297146;0.0787486716831726;0.15779673387285456;0.07934870416591712;0.22842757045833773;0.1499182163720408;0.07063122195099977
